image,text,source,split
data/raw/augmented/urdu_028_aug1_rotation.png,غالب اردو شاعری کے عظیم شاعر تھے,augmented_rotation,train
data/raw/augmented/urdu_032_aug2_brightness.png,پھل اور سبزیاں صحت کے لیے ضروری ہیں,augmented_brightness,train
data/raw/synthetic/urdu_009.png,اتحاد میں برکت ہے,synthetic,train
data/raw/augmented/urdu_031_aug1_brightness.png,آج کا موسم خوشگوار ہے,augmented_brightness,train
data/raw/other/utrset_054.jpg,مختلف مذہبوں اور قوموں کی ایسی مخلوط آبادی ہے، جس کا لحاظ کرکے یہاں کی غیر,utrset_real,train
data/raw/synthetic/urdu_031.png,آج کا موسم خوشگوار ہے,synthetic,train
data/raw/synthetic/urdu_035.png,متوازن غذا لمبی عمر کی ضمانت ہے,synthetic,train
data/raw/other/utrset_042.jpg,دونوں کے لیے مصیبت کاباعث ہوتے ہیں، مسلمان لڑکیاں مظلوم بنی رہتی ہیں، اس مصیبت کو,utrset_real,train
data/raw/synthetic/urdu_034.png,ورزش کو روزانہ کا معمول بنائیں,synthetic,train
data/raw/augmented/urdu_026_aug2_blur.png,شعر و ادب کا سفر جاری ہے,augmented_blur,train
data/raw/augmented/urdu_003_aug2_blur.png,علم انسان کو روشنی دیتا ہے,augmented_blur,train
data/raw/signboards/sign_007.png,داخلہ بند ہے,signboards_synthetic,train
data/raw/books/book_008.png,دوستی ایک انمول رشتہ ہے جسے نبھانا ہر انسان کا فرض ہے۔ سچی دوستی مشکل وقت میں کام آتی ہے۔,books_synthetic,train
data/raw/other/utrset_026.jpg,تھا، اس کامقصد مسلمانوں کونکاح وطلاق کے معاملات پر غور اور نکاح وطلاق,utrset_real,train
data/raw/newspaper/Screenshot 2026-07-01 181632.png,جمع اور سنيجرك درميان شب ضلع مستون  ك علاق دشت مي مبيند طوربر راسته بهنك جان_ ك بعدان كا سامنا نامعلوم مسلح افراد س بوا- فائرن ك _ اس واقع مير على مرتضن جميل جان ك بازى باركئ جبكد انك ابليد زخمى بوئي- ليكن انك دوكمسن بيئيال اس حمل مي محفوظ ربي -,manual_screenshot,train
data/raw/books/book_001.png,علم انسان کی سب سے بڑی دولت ہے۔ یہ ایک ایسا خزانہ ہے جو کبھی ختم نہیں ہوتا۔,books_synthetic,train
data/raw/synthetic/urdu_015.png,کے ٹو دنیا کی دوسری بلند ترین چوٹی ہے,synthetic,train
data/raw/other/utrset_059.jpg,ہوسکے توغیر مسلم حکومت سے مطالبہ کیاجائے کہ وہی ان پر ایک مسلمان والی مقرر,utrset_real,train
data/raw/augmented/urdu_030_aug1_blur.png,فیض احمد فیض نے انقلابی شاعری کی,augmented_blur,train
data/raw/augmented/urdu_051_aug2_rotation.png,شکریہ,augmented_rotation,train
data/raw/other/utrset_018.jpg,احکام کی بناء پر نکاح وطلاق کی صحت کے لیے کتاب اور رجسٹر میں اندراج کی ضرورت,utrset_real,train
data/raw/augmented/urdu_035_aug2_rotation.png,متوازن غذا لمبی عمر کی ضمانت ہے,augmented_rotation,train
data/raw/other/utrset_050.jpg,قوت حاصل ہونے کے لیے ضروری ہے کہ حکومت اس انتخاب کوقبول کرے، اس بناء پر,utrset_real,train
data/raw/augmented/urdu_019_aug1_brightness.png,آرٹیفیشل انٹیلیجنس مستقبل کی ٹیکنالوجی ہے,augmented_brightness,train
data/raw/synthetic/urdu_033.png,صاف پانی پینا صحت کے لیے اہم ہے,synthetic,train
data/raw/augmented/urdu_024_aug2_brightness.png,اسٹاک مارکیٹ میں آج تیزی کا رجحان رہا,augmented_brightness,train
data/raw/augmented/urdu_025_aug2_brightness.png,نئے منصوبے کی بنیاد رکھ دی گئی,augmented_brightness,train
data/raw/synthetic/urdu_016.png,تعلیم ہر انسان کا حق ہے,synthetic,train
data/raw/augmented/urdu_016_aug1_brightness.png,تعلیم ہر انسان کا حق ہے,augmented_brightness,train
data/raw/other/utrset_021.jpg,میں قابل قبول نہیں سمجھی گئی توپھر مولاناکفایت اللہ اور مولاناقطب الدین کی تائید سے,utrset_real,train
data/raw/synthetic/urdu_037.png,انٹرنیٹ نے معلومات تک رسائی آسان کی,synthetic,train
data/raw/other/utrset_032.jpg,تو متعین کردیا ہے مگر جیسا کہ پہلے بھی کہا گیاہے، ہندوستان میں ان کے نکاح،طلاق,utrset_real,train
data/raw/augmented/urdu_014_aug1_brightness.png,دریائے سندھ پاکستان کا سب سے بڑا دریا ہے,augmented_brightness,train
data/raw/augmented/urdu_004_aug1_rotation.png,وقت کی قدر کرنی چاہیے,augmented_rotation,train
data/raw/augmented/urdu_038_aug2_brightness.png,الیکٹرک گاڑیاں مستقبل کی سواری ہیں,augmented_brightness,train
